Author Id,Topic Words
167,"{'algebra': 0.12181762876153951, 'algebras': 0.09711336709865388, 'boundary': 0.07823217971801306, 'solutions': 0.06037256574818202, 'superconformal': 0.05640837731422614, 'soliton': 0.04874121735170427, 'conditions': 0.045025761153164076, 'solution': 0.03723997963789749, 'toda': 0.0348229409431495, 'solitons': 0.032166132273042713, 'spin': 0.03144878856152462, 'theory': 0.03130425472000221, 'functions': 0.029569135750053113, 'equation': 0.026529244706591605, 'tau': 0.026398752177630436, 'kac': 0.024617722430361033, 'generators': 0.023787095437416556, 'energy': 0.022135115549267906, 'classical': 0.02182251671612255, 'linear': 0.019515847958415808, 'ane': 0.018199390046207853, 'moody': 0.018137755922754493, 'scattering': 0.017683826925146643, 'theories': 0.017201565311978816, 'case': 0.016477333779955028, 'eld': 0.014400290265595223, 'static': 0.014400290265595223, 'cos': 0.013582088426559183, 'charge': 0.013500834593105637, 'reection': 0.013500834593105637}"
179,"{'gauge': 0.19211037442954865, 'black': 0.11924821770250202, 'model': 0.1118777239238597, 'area': 0.10767721080427055, 'matrix': 0.08469318232650046, 'hep': 0.08380791173092669, 'spin': 0.0810718125110024, 'hole': 0.0770097842921247, 'statistics': 0.07692659660750688, 'mij': 0.07672996359249472, 'arxiv': 0.07384623606851104, 'eld': 0.0717199408844665, 'particles': 0.06965696612853416, 'transformation': 0.06854255683202143, 'haldane': 0.06644714424044224, 'commute': 0.06543017930509076, 'spectrum': 0.065153762933589, 'commutative': 0.06274201066320927, 'quantum': 0.062131962415123095, 'systems': 0.06150600403219349, 'action': 0.05851593994110834, 'potential': 0.0583634444368745, 'lattice': 0.05728948957276492, 'states': 0.05341203311672185, 'state': 0.051869338820403954, 'exchange': 0.05157516243269532, 'membrane': 0.04978735654130678, 'form': 0.046813008203008405, 'shastry': 0.046501889460099026, 'vab': 0.04521658094648618}"
183,"{'model': 0.06737047296056942, 'minimal': 0.06114055129177731, 'resonance': 0.06023795218502991, 'models': 0.04954622422495415, 'scattering': 0.045164674647906675, 'theory': 0.04438210990791598, 'sin': 0.04160928133866307, 'zamolodchikov': 0.04156234422175821, 'equations': 0.035593633964679114, 'trajectories': 0.03309765937869901, 'toda': 0.031122804377025637, 'tba': 0.030518734222717003, 'particle': 0.030126492971192464, 'perturbation': 0.02917540383067134, 'function': 0.02915173476653573, 'ows': 0.02817781349821217, 'behaviour': 0.02794248813348981, 'energy': 0.027586223872970786, 'casimir': 0.025953351856446597, 'eld': 0.025185917846417414, 'eqs': 0.02229103246445266, 'matrix': 0.02226826653909303, 'xed': 0.02226826653909303, 'point': 0.02120893277721885, 'perturbed': 0.021183898535561622, 'general': 0.020657742225637675, 'unitary': 0.02007835700893446, 'term': 0.020046665386204077, 'tanh': 0.01910938537286294, 'case': 0.018609616458990084}"
188,"{'term': 0.03847706012262486, 'monopole': 0.03578068002863238, 'gauge': 0.03446317381815873, 'model': 0.028624224627461246, 'charge': 0.023063839149282422, 'exp': 0.02302713563434157, 'chern': 0.021330081274475336, 'abelian': 0.020040314134079647, 'simons': 0.018144973900280803, 'sef': 0.017206730736936317, 'partition': 0.016841900055214635, 'fermions': 0.01562728782416402, 'function': 0.013479186352791106, 'higgs': 0.012810064899968804, 'dimensional': 0.011463500225943335, 'chiral': 0.011407059420359758, 'theory': 0.011244076761039447, 'action': 0.010806128822867791, 'quantum': 0.010806128822867791, 'fermion': 0.01037099649738804, 'fermionic': 0.01037099649738804, 'electric': 0.010307850613951454, 'scs': 0.009380987462846992, 'connement': 0.008231841343481608, 'monopoles': 0.008089855596497211, 'determinant': 0.008089855596497211, 'loop': 0.007369721845593563, 'eld': 0.007318207494861381, 'lim': 0.007262805555497062, 'trivial': 0.007207084762714798}"
190,"{'tensor': 0.10109636318742286, 'gauge': 0.07413418550703241, 'algebra': 0.07063411139346049, 'action': 0.069397752277366, 'dual': 0.05899055034070844, 'pseudo': 0.058896192432011885, 'qcd': 0.056788907697983476, 'spin': 0.04650304210484382, 'group': 0.046404961396872176, 'space': 0.04629764191426916, 'conformal': 0.046150773657684226, 'metric': 0.04577758596796819, 'theory': 0.04460592542593689, 'dimensional': 0.037605589229388205, 'instantons': 0.037231340108022135, 'gravity': 0.03510068712269005, 'matter': 0.03488159504013137, 'background': 0.03344014961179021, 'maps': 0.029771221003203306, 'coadjoint': 0.029594545284473483, 'orbits': 0.029504384313797097, 'stress': 0.029504384313797097, 'transformation': 0.029504384313797097, 'dimensions': 0.028585186403180557, 'mills': 0.02794950289825959, 'moduli': 0.026871084753465446, 'theories': 0.026061374159103475, 'gauss': 0.026007610910865592, 'term': 0.025983196413436604, 'provide': 0.025090549658948195}"
191,"{'black': 0.168503312772971, 'walls': 0.12367262070773438, 'wall': 0.09925967366013547, 'hep': 0.09074999268071296, 'time': 0.08145163027163731, 'string': 0.07811177141867298, 'domain': 0.07668453268796069, 'extreme': 0.07481078780433402, 'supersymmetric': 0.0641075515551424, 'dilaton': 0.06243400743033157, 'holes': 0.06161947296206277, 'space': 0.060168214226148944, 'hole': 0.05987771472380632, 'matter': 0.05953880378757097, 'singularity': 0.05808181719391355, 'eld': 0.054992785792936705, 'solutions': 0.05285369787395424, 'ads': 0.047950977218686054, 'solution': 0.04751694406507565, 'coupling': 0.04540727092728758, 'corresponds': 0.042422958695999755, 'metric': 0.039613790879558054, 'figure': 0.03924466473671497, 'rotating': 0.03630155277461089, 'case': 0.03598776840519195, 'dilatonic': 0.03503989947577858, 'form': 0.033480233479423596, 'generating': 0.033129013864771906, 'horizon': 0.03225686814825782, 'energy': 0.032020658624238675}"
224,"{'algebra': 0.049761909744183014, 'gravity': 0.03741966749384129, 'dimensional': 0.023984116870984038, 'gauge': 0.02041185870958119, 'matter': 0.020051299548644957, 'elds': 0.018556571488755058, 'eld': 0.016650780063453087, 'spin': 0.016603911641031546, 'virasoro': 0.016310734164454884, 'lett': 0.016310734164454884, 'symmetry': 0.014631096456083754, 'theory': 0.013204020740507968, 'structure': 0.012089078508575872, 'terms': 0.01187754172789721, 'order': 0.011514871464398323, 'algebras': 0.010349869309356396, 'kac': 0.010027376949798624, 'form': 0.009654909547156771, 'central': 0.009287653754110836, 'moody': 0.009230073683392293, 'quantum': 0.008755309784638395, 'point': 0.008566024135864374, 'case': 0.008473042352656536, 'rst': 0.008212243358919458, 'coupled': 0.008157765453079923, 'string': 0.008134256644397403, 'nucl': 0.007795912739106611, 'operator': 0.007678179448234118, 'function': 0.0074984456013856005, 'wedge': 0.007088425134279014}"
227,"{'operators': 0.04227889418103889, 'structure': 0.02173235290190853, 'liouville': 0.017950086976996037, 'free': 0.016824600414880334, 'model': 0.013004673156298625, 'point': 0.012076430844046583, 'currents': 0.012047078641048037, 'constant': 0.011892717797216193, 'case': 0.011701974348275914, 'correlators': 0.011443495005069484, 'vector': 0.011424111649705498, 'algebra': 0.011305848340897068, 'cosmological': 0.011091247223368392, 'elds': 0.010978746532827946, 'ope': 0.010757054842622836, 'preserving': 0.009912248079696415, 'volume': 0.009521677946335648, 'functions': 0.009439063532255772, 'matrix': 0.009412180205221693, 'chiral': 0.009291704871027201, 'deformation': 0.008013876645538036, 'order': 0.007829799528943748, 'moduli': 0.007619245251816793, 'calculate': 0.007223374515625561, 'ground': 0.0069607873259554184, 'compact': 0.00687067033781124, 'fact': 0.006828662057611831, 'cone': 0.006690422623293641, 'string': 0.006668028400131868, 'constants': 0.006506977934271083}"
233,"{'sector': 0.05443749207785662, 'representations': 0.054361946593871224, 'type': 0.04376414960934384, 'operators': 0.042107931505909496, 'spectral': 0.042067315728199856, 'algebras': 0.03722307361416201, 'conformal': 0.032640400285756335, 'hws': 0.026645393789597974, 'hns': 0.02565707224880505, 'raising': 0.023983516368519836, 'weight': 0.01787313233470972, 'vector': 0.017792422140811073, 'weights': 0.0173354574200568, 'superconformal': 0.016924223508873938, 'generators': 0.014307803217609076, 'conditions': 0.013973183593105211, 'state': 0.013882605506924831, 'parameter': 0.013882605506924831, 'ramond': 0.013349870206742626, 'terms': 0.012841352549368468, 'unitary': 0.011648195384717286, 'normal': 0.011648195384717286, 'space': 0.010674129263129148, 'putting': 0.010278208434477056, 'fuks': 0.010129233841401962, 'hwss': 0.009546471276822217, 'unitarity': 0.009546471276822217, 'case': 0.009410548372128527, 'twisted': 0.008947722734699888, 'choice': 0.008947722734699888}"
234,"{'eects': 0.13934537868282762, 'theory': 0.09696838867543092, 'type': 0.09130735519405042, 'winding': 0.08604478189599367, 'states': 0.08600047119888245, 'volume': 0.0842582579921617, 'heterotic': 0.08349538201185273, 'string': 0.07885349281533373, 'model': 0.07441340511394177, 'momentum': 0.07197516400799854, 'size': 0.06275049975216515, 'hep': 0.05399400874864531, 'instanton': 0.05274350910483283, 'worldsheet': 0.048802657965061426, 'amplitude': 0.04806961625884553, 'minimal': 0.04644056586308282, 'transformation': 0.046018887733698804, 'energy': 0.045559390670433006, 'dimensions': 0.041111400042324046, 'modes': 0.041101921282838155, 'stringy': 0.03980576074666342, 'gauge': 0.03940427474709107, 'scale': 0.03806761794722168, 'dimensional': 0.038048333790342115, 'branes': 0.037693784466070156, 'parafermion': 0.03735489774535036, 'small': 0.036747346862618796, 'eld': 0.03594800696774796, 'lattice': 0.034507999106551834, 'dual': 0.034040629547201204}"
235,"{'models': 0.06745535033640537, 'matrix': 0.06209599783344325, 'poisson': 0.05736384416077172, 'algebra': 0.04200581074448261, 'rsos': 0.04088578223320962, 'functions': 0.03729540648265857, 'quantum': 0.0371474976522363, 'spin': 0.03702621596912577, 'massless': 0.03696115976788913, 'currents': 0.03604744834461854, 'model': 0.03536293571715477, 'random': 0.03442334261552798, 'lie': 0.03328294075976188, 'scattering': 0.03261534448744124, 'charges': 0.03178323851957104, 'ysu': 0.030062287567435116, 'disorder': 0.029975014716003293, 'eld': 0.02959915729801446, 'correlation': 0.02867828882860276, 'classical': 0.026571133953875253, 'symmetry': 0.025299968534007594, 'log': 0.025076642962490132, 'symmetries': 0.024844411153797735, 'action': 0.024314228138163793, 'point': 0.021750806286321516, 'xed': 0.020707123631178354, 'number': 0.01966283059895474, 'theory': 0.01937576446286532, 'zwk': 0.019330828163108653, 'states': 0.01876947126636927}"
243,"{'theory': 0.13309100584261344, 'branes': 0.12525617213186663, 'brane': 0.11003028995914595, 'type': 0.09560534530922005, 'matrix': 0.09474392531044301, 'string': 0.08070693705419527, 'hep': 0.0779209955368117, 'gauge': 0.07415360713818585, 'liouville': 0.07387561978379677, 'theories': 0.0682593816321034, 'ads': 0.06551029845731003, 'cross': 0.0644587414974987, 'modied': 0.06333002026693552, 'absorption': 0.06051890414820676, 'models': 0.05744440424114164, 'model': 0.05348455242725437, 'tachyons': 0.04794982533195201, 'eld': 0.04766757556451137, 'classical': 0.04737883088320016, 'gravity': 0.04713789135297438, 'tachyon': 0.04217443116198806, 'large': 0.041943460431429255, 'lett': 0.03464345810586093, 'cft': 0.0342722406421575, 'ward': 0.03324874962108984, 'scaling': 0.0279021162741661, 'operator': 0.02755678078852627, 'correlation': 0.027184322165639208, 'functions': 0.02647058118547611, 'surfaces': 0.025250128711389114}"
245,"{'theory': 0.026731394420412176, 'topological': 0.02498712872554994, 'function': 0.019672982818027363, 'eld': 0.018978305164168076, 'space': 0.017034105938991462, 'functions': 0.012370945364151696, 'matrix': 0.012191356166791734, 'operator': 0.011977093632908477, 'moduli': 0.01135570826810605, 'quantum': 0.011320351710071617, 'case': 0.010823253856394568, 'string': 0.010409596426637305, 'form': 0.010057060600175975, 'correlation': 0.009323034725622922, 'gravity': 0.008221852933765069, 'operators': 0.007536507825681949, 'dimensional': 0.007523319324865288, 'point': 0.007408097356121579, 'general': 0.007263652110402627, 'models': 0.007176003790119177, 'theories': 0.006825025169445829, 'integral': 0.006650848500154741, 'model': 0.00645680371157336, 'dened': 0.006261508970718775, 'terms': 0.0059205166490545105, 'kdv': 0.005448243621239395, 'intersection': 0.005205981298559209, 'order': 0.004929965463979523, 'dierential': 0.004733694377515196, 'local': 0.004670630562396638}"
246,"{'glq': 0.15110257322910875, 'quantum': 0.13726249633894688, 'matrix': 0.08246304452788927, 'group': 0.07010529709774224, 'bicovariant': 0.0671232702602697, 'dierential': 0.06600442736467821, 'groups': 0.062044465829093357, 'coset': 0.057918946977923706, 'gauge': 0.055855630860452546, 'rij': 0.04984764687354881, 'detqt': 0.0469831332593488, 'rab': 0.04368630707059524, 'algebra': 0.043232915892898856, 'calculus': 0.04132263349869117, 'projection': 0.04128365510187833, 'left': 0.03777769645199959, 'islq': 0.03674735055535758, 'iglq': 0.033695439791608106, 'lie': 0.03200966208225853, 'noncommutative': 0.03094233096415352, 'poincare': 0.030015863902250094, 'gij': 0.029729098228586277, 'supergravity': 0.02878525120886817, 'theory': 0.02658182235343065, 'commutations': 0.025905995240307688, 'classical': 0.025520214603034573, 'components': 0.024055170282238893, 'form': 0.023931076160075566, 'subgroup': 0.02363525581062527, 'consistent': 0.023312945914743557}"
248,"{'string': 0.05527848474642361, 'hierarchy': 0.041469623577708614, 'matrix': 0.039045895173736155, 'critical': 0.03234413621739392, 'models': 0.03194896978893556, 'equation': 0.02949764137552699, 'model': 0.029457840434021446, 'hermitian': 0.0285534796579692, 'nls': 0.022340062311354617, 'ows': 0.021580158472794944, 'cut': 0.01985921131797598, 'scaling': 0.019616181698645957, 'odd': 0.019616181698645957, 'mth': 0.014073821596175852, 'limit': 0.013884774662389077, 'constraints': 0.013669271814290028, 'continuum': 0.013377505051894778, 'equations': 0.011814400358658208, 'order': 0.011723291910080702, 'operator': 0.011344841071606602, 'potential': 0.011086503840511422, 'toda': 0.010911590181383324, 'kdv': 0.010906299389475687, 'point': 0.010764280382860904, 'dierential': 0.010747164305381363, 'function': 0.01008570238846179, 'nucl': 0.008530046326220037, 'family': 0.008030067926108053, 'virasoro': 0.0077448959334835985, 'gravity': 0.007454957064002156}"
259,"{'action': 0.34258565745178615, 'deriglazov': 0.24696222905974413, 'schwarz': 0.20663028343696843, 'supersymmetry': 0.18428670148944876, 'hermiticity': 0.1772961363631795, 'string': 0.17691658933306245, 'galajinsky': 0.1698633794236973, 'theory': 0.1547577404361799, 'superstring': 0.15463391963493311, 'picture': 0.1355862091428469, 'green': 0.131315302130745, 'eld': 0.12368444130128531, 'ramond': 0.1096546814072516, 'tachyon': 0.10905502674147385, 'super': 0.10817389664841168, 'elds': 0.1074653312241298, 'problem': 0.10700822315340358, 'hep': 0.10699293002485477, 'shell': 0.10598828249250401, 'momentum': 0.10321236813331983, 'nsr': 0.10271583722528053, 'null': 0.10214041438557248, 'generators': 0.10191628324189582, 'chiral': 0.09737965058971026, 'maxwell': 0.09718559991669096, 'freedom': 0.09630160834734015, 'gauge': 0.0932096528594632, 'type': 0.09300813280502852, 'constant': 0.09269959510847614, 'degrees': 0.09246900183874607}"
263,"{'eld': 0.07807316526592231, 'vertex': 0.07352624114921628, 'winding': 0.06561733060102648, 'hamiltonian': 0.06438599089245077, 'operators': 0.06045266953894998, 'state': 0.04793948847571561, 'vlr': 0.03778807200070414, 'quantum': 0.035287112772436194, 'states': 0.03416911433554634, 'current': 0.03325015137169218, 'particle': 0.03040900174584527, 'coordinates': 0.030328062034422093, 'wavefunction': 0.02862007385604324, 'theory': 0.026317195803102295, 'dene': 0.02433327649289097, 'magnetic': 0.02370264013316636, 'limit': 0.023449756272140864, 'order': 0.023394522626324597, 'energy': 0.023377362174075978, 'collective': 0.022861221202482938, 'particles': 0.022111494853359108, 'algebra': 0.021585458907323232, 'conformal': 0.020136116068520532, 'complex': 0.019755488499337278, 'momentum': 0.019717706273484455, 'mode': 0.01913079410583488, 'quasiparticle': 0.018524809590080057, 'cft': 0.0183920744536386, 'creation': 0.018257551239936668, 'coordinate': 0.01805241430273821}"
264,"{'cfts': 0.09816132315074311, 'unitary': 0.07106716942210389, 'model': 0.06991603214003311, 'ows': 0.05554176244808947, 'matrix': 0.05062349318709614, 'point': 0.04828190034505032, 'minimal': 0.047826104803853645, 'diagonal': 0.03911108350207218, 'lett': 0.03851989412065727, 'sinh': 0.03818196099626701, 'ffs': 0.03737894969199456, 'mipfs': 0.036375275620476155, 'cft': 0.034853955287628524, 'eld': 0.03409398736756656, 'nucl': 0.03265219885569465, 'zamolodchikov': 0.03152597566609762, 'min': 0.030770152486552776, 'theories': 0.029697539825254693, 'operator': 0.02968829241505193, 'perturbed': 0.02853217734666315, 'xed': 0.027543093402587773, 'function': 0.027389481134557483, 'models': 0.025999320253991452, 'equations': 0.02521602085047418, 'tba': 0.02348227920355872, 'cosh': 0.022719944211708438, 'interesting': 0.02224171276895215, 'integrable': 0.02093160084539264, 'susy': 0.018791561657899816, 'sshg': 0.018362961619337523}"
